model_id,size,params_log,country_ref,dimension,item_id,score_raw,scale_min,scale_max,run_id,prompt_id,time_stamp
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,58,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,59,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,60,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,61,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,62,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,63,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,64,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,66,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,67,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,70,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,72,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,73,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,78,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,79,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,80,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,81,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,84,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,85,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,88,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,90,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,97,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,98,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,99,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,100,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,102,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,103,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,104,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,105,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,106,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,107,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,109,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,110,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,113,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,114,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,118,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,119,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,121,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,122,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,123,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,126,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,127,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,128,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,129,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,130,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,131,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,134,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,135,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,136,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,138,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,139,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,140,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,145,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,147,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,149,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,151,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,152,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,158,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,159,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,163,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,165,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,166,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,167,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,169,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,171,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,173,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,176,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,178,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,179,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,180,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,182,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,184,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,187,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,189,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,190,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,192,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,195,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,197,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,198,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,202,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,203,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,204,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,207,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,208,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,216,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,217,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,223,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,226,5,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,228,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,232,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,235,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Individualism,242,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,474,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,476,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,477,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,478,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,479,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,481,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,482,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,483,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,484,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,485,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,486,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,487,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,490,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,492,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,493,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,494,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,495,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,496,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,497,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,498,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,499,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,500,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,503,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,505,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,508,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,509,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,510,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,511,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,512,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,514,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,517,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,518,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,521,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,522,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,523,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,524,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,526,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,527,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,530,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,531,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,532,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,534,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,539,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,540,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,541,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,543,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,545,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,546,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,550,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,551,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,552,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,553,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,554,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,555,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,557,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,558,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,560,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,561,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,563,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,564,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,565,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,566,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,567,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,568,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,569,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,570,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,571,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,572,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,573,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,574,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,575,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,576,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,578,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,579,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,581,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,582,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,584,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,585,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,589,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,590,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,591,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,592,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,594,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,596,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,597,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,599,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,601,4,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,602,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,605,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,608,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,609,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,611,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,612,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,614,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,618,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,619,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,620,1,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,621,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,622,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,623,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,624,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,627,2,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,630,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,636,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,637,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,639,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,641,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,642,3,1,5,1,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Indulgence,643,2,1,5,1,1,2025-10-28T10:33:49
